fid,MDI_IDENT,STATUS_ID,STATUS,NAME,All_NAMES,DEP_CLASS,P_COMMOD,S_COMMOD,RGP_DIST,TWP_AREA,LL_DATUM,LATITUDE,LONGITUDE,DETAIL,potentiel
1393,MDI41I06NW00013,1005,Past Producing Mine,Lockerby Mine,"Falconbridge Nickel Mines, Lockerby Mine",Igneous Contact,"Cobalt, Copper, Nickel","Gold, Palladium, Platinum, Silver",Sudbury,Denison,NAD83,46.433039999999998,-81.323901000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00013,Très fort
1394,MDI41I06NW00105,1003,Discretionary Occurrence,"Lot 9, Con 5","Lot 9, Con 5",Mafic-Ultramafic Intrusion,"Copper, Nickel",Gold,Sudbury,Denison,NAD83,46.427104000000000,-81.400707999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00105,Très fort
1397,MDI53C05NE00002,1003,Discretionary Occurrence,Findlay Lake,"Asbestos Corp Discovery No. 3, Findlay Lake",,"Copper, Nickel",,Red Lake,Hornby Lake Area,NAD83,52.431894999999997,-93.559099000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI53C05NE00002,Modéré
1399,MDI41I05NE00043,1004,Occurrence,Pond Showing,"Gaele Pond West, Pond Showing, Tamminen Property, Woods Creek Prospect","Mafic-Ultramafic Intrusion, Vein","Copper, Nickel",,Sudbury,Hyman,NAD83,46.415244999999999,-81.595399000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05NE00043,Très fort
1400,MDI41I10SW00018,1003,Discretionary Occurrence,Leclerk,Leclerk,,Nickel,Copper,Sudbury,Neelon,NAD83,46.527323000000003,-80.884488000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SW00018,Très fort
1402,MDI42A05NW00005,1004,Occurrence,Dallaire - Levert Property,"Claw Lake DDH W-1, Dallaire - Levert Property, Lalonde - Mackenzie Property, Mackenzie Option, Pirsson Lake, Smith - Morrison Claims, Whitesides",,"Copper, Nickel",,Timmins,Whitesides,NAD83,48.417140000000003,-81.771608999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A05NW00005,Fort
1403,MDI52M01SW00057,1004,Occurrence,Douglas Creek Southeast,"Douglas Creek Southeast, Krl1884",,"Copper, Nickel",,Red Lake,Ball,NAD83,51.033622000000001,-94.262350999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52M01SW00057,Modéré
1406,MDI41I05NE00015,1005,Past Producing Mine,Sultana Nickel Mine,"Miller Claims, Sultana Nickel Mine","Igneous Contact, Magmatic","Copper, Nickel",Sulphur/Pyrite,Sudbury,Drury,NAD83,46.453561000000001,-81.514876000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05NE00015,Très fort
1407,MDI31M04NE00023,1009,Past Producing Mine (Low Tonnage),Harris-Lorrain Syndicate Property,"Cobalt Mining Syndicate, G.W. Levy Property, Harris-Lorrain Syndicate Property, Lorrain Consolidated Mines Ltd.",Vein (Cobalt-Type),"Cobalt, Nickel, Silver",Copper,Kirkland Lake,South Lorrain,NAD83,47.199925000000000,-79.500478999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M04NE00023,Fort
1408,MDI41I05SE00069,1008,Prospect,Lunge Property,"Kordol Main Zone, Kordol South Showing, Lunge Property","Mafic-Ultramafic Intrusion, Magmatic","Cobalt, Copper, Gold, Nickel",Palladium,Sudbury,Hyman,NAD83,46.366875000000000,-81.621824000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SE00069,Très fort
1412,MDI52M01SW00056,1003,Discretionary Occurrence,Douglas Creek Northwest,Douglas Creek Northwest,,Nickel,"Cobalt, Copper",Red Lake,Ball,NAD83,51.036282999999997,-94.266599999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52M01SW00056,Modéré
1416,MDI42A12NE00030,1008,Prospect,Enid Creek Prospect,"Enid Creek Prospect, Hollinger Mines Loveland Group, Tilmac Group DDH A-7",,"Copper, Nickel, Zinc","Cobalt, Palladium, Platinum",Timmins,Loveland,NAD83,48.651192000000002,-81.623148999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A12NE00030,Fort
1419,MDI000000001749,1004,Occurrence,Pacific North West Capital Corp. DDH WTM-05-12,Pacific North West Capital Corp. DDH WTM-05-12,,"Copper, Nickel",,Timmins,Montcalm,NAD83,48.636164000000001,-82.153283000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001749,Fort
1421,MDI41I05NE00057,1003,Discretionary Occurrence,Kordol No 3 Zone,Kordol No 3 Zone,,"Copper, Nickel",,Sudbury,Hyman,NAD83,46.384141000000000,-81.609392000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05NE00057,Très fort
1424,MDI52L16NE00029,1004,Occurrence,Trout Bay No. 1 Nickel Zone,"Fahlgren Lake Prospect, Trout Bay No. 1 Nickel Zone",,"Copper, Nickel, Palladium",Platinum,Red Lake,Mulcahy,NAD83,50.994390000000003,-94.208372999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52L16NE00029,Modéré
1426,MDI41I05NE00056,1003,Discretionary Occurrence,Kordol No 4 Zone,Kordol No 4 Zone,,"Copper, Nickel",,Sudbury,Hyman,NAD83,46.379458999999997,-81.589184000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05NE00056,Très fort
1427,MDI31M05NE00057,1009,Past Producing Mine (Low Tonnage),Nerlip Mines Ltd.,"Augenor Mines Ltd., Austin Mining Syndicate, Nerlip Mines Ltd., United Cobalt Mines Ltd., Webb Claim",Vein (Cobalt-Type),"Cobalt, Nickel, Silver",,Kirkland Lake,Coleman,NAD83,47.398432999999997,-79.651925000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00057,Fort
1428,MDI31M05NE00069,1005,Past Producing Mine,Nipissing 407,"Agnico Mines Ltd., Nipissing 407, Nipissing 408, Nipissing Mines Co. Ltd. (R.L. 407), Nipissing-O'Brien Mines Ltd.",,"Cobalt, Silver",Nickel,Kirkland Lake,Coleman,NAD83,47.380875000000003,-79.674542000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00069,Fort
1435,MDI42A06NW00192,1004,Occurrence,Hanna Mining Sample 6035,Hanna Mining Sample 6035,,Nickel,,Timmins,Deloro,NAD83,48.391458000000000,-81.313154999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06NW00192,Fort
1446,MDI000000003636,1004,Occurrence,Gargoyle,Gargoyle,,"Cobalt, Nickel","Copper, Palladium",Thunder Bay South,Richardson Lake Area,NAD83,49.086809000000002,-91.093761999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000003636,Intermédiaire
1447,MDI41I05SE00095,1004,Occurrence,"Prosco Lot 2, Con 2","Baldwin East Copper, Prosco Lot 2, Con 2",,Sulphur/Pyrite,"Copper, Nickel",Sudbury,Baldwin,NAD83,46.295636000000002,-81.700856999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SE00095,Très fort
1451,MDI41P10SW00002,1009,Past Producing Mine (Low Tonnage),Hudson Bay,"Hudson Bay, Rustex, Silverado, Silverbridge",,Silver,"Cobalt, Copper, Nickel",Kirkland Lake,Leith,NAD83,47.512200000000000,-80.805182000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10SW00002,Fort
1454,MDI41I06NE00071,1004,Occurrence,J. Babcock,J. Babcock,,"Copper, Nickel",,Sudbury,Snider,NAD83,46.462068000000002,-81.103561999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NE00071,Très fort
1457,MDI31M05SE00141,1004,Occurrence,Mohawk Cobalt Silver Series Mines Ltd.,"Mohawk Cobalt Silver Series Mines Ltd., Sherritt Gordon Mines Ltd.",Vein (Cobalt-Type),Cobalt,"Copper, Nickel, Silver",Kirkland Lake,Coleman,NAD83,47.368755000000000,-79.748643000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00141,Fort
1458,MDI32D12SW00195,1008,Prospect,Colonial,"Colonial, Normalloy",,Asbestos,Nickel,Kirkland Lake,Garrison,NAD83,48.532420999999999,-79.985992999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI32D12SW00195,Fort
1465,MDI000000000433,1004,Occurrence,Daxl-Gryba Cu-Ni Zone,Daxl-Gryba Cu-Ni Zone,,"Cobalt, Copper, Nickel","Titanium, Vanadium",Timmins,Robb,NAD83,48.542299000000000,-81.601516000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000433,Fort
1466,MDI42A06SE00091,1003,Discretionary Occurrence,Remo Opatowski Claims,"Canadian Magnemont Property, Canadian Magnesite DDH M-2, Remo Opatowski Claims",,"Copper, Nickel",Gold,Timmins,Adams,NAD83,48.361530000000002,-81.245131999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06SE00091,Fort
1468,MDI42A10SW00079,1004,Occurrence,Salo DDH G 92-1,Salo DDH G 92-1,,Nickel,,Timmins,German,NAD83,48.621257999999997,-80.827225999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A10SW00079,Fort
1469,MDI31M05NE00040,1009,Past Producing Mine (Low Tonnage),Silver Cross Cobalt Mining Co. Ltd.,"Morgan Silver Cross Mines Ltd., Silver Cross Cobalt Mining Co. Ltd.",Vein (Cobalt-Type),"Cobalt, Nickel",Silver,Kirkland Lake,Coleman,NAD83,47.381309999999999,-79.645937000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00040,Fort
1471,MDI42A07SW00023,1004,Occurrence,Marvel Minerals DDH M-71-4,"DHS Property, Marvel Minerals DDH M-71-4",,Nickel,,Timmins,Langmuir,NAD83,48.359679000000000,-80.993486000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A07SW00023,Fort
1474,MDI000000002507,1001,Deposit,East Bull PGM Property,East Bull PGM Property,"Mafic-Ultramafic Intrusion, Magmatic","Copper, Nickel, Palladium, Platinum","Cobalt, Rhodium",Sudbury,Gerow,NAD83,46.420270000000002,-82.233270000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002507,Très fort
1475,MDI000000002068,1004,Occurrence,Sample 16JW842A1,"Sample 16JW842A1, Station 16JW842",,Nickel,,Sault Ste. Marie,Copenace,NAD83,48.224274999999999,-84.046802000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002068,Faible
1476,MDI31M05SE00105,1009,Past Producing Mine (Low Tonnage),Cobalt Badger Silver Mines Ltd.,"Badger Mines Ltd. (claims 1265 and 472), Cobalt Badger Silver Mines Ltd., Cobalt Merger Ltd. (Claim No. 147), Silver Miller Mines Ltd.",Vein (Cobalt-Type),"Cobalt, Silver",Nickel,Kirkland Lake,Coleman,NAD83,47.364037000000003,-79.650034000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00105,Fort
1480,MDI52A05NE00010,1004,Occurrence,M. Johnson,M. Johnson,,"Copper, Gold","Nickel, Silver",Thunder Bay South,Conmee,NAD83,48.487324999999998,-89.674690999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52A05NE00010,Intermédiaire
1481,MDI42L06NE00009,1003,Discretionary Occurrence,Polpond,Polpond,,"Copper, Nickel",,Thunder Bay North,O Sullivan Lake Area,NAD83,50.474215000000001,-87.039022000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42L06NE00009,Intermédiaire
1482,MDI41I06NE00053,1004,Occurrence,Ramsey Lake,"Ennis, Ramsey Lake",,"Copper, Nickel",Gold,Sudbury,McKim,NAD83,46.476036999999998,-81.002865999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NE00053,Très fort
1485,MDI52B09SW00015,1004,Occurrence,Alator,"Alator, Consolidated Callinan Flin-Flon, Loch Erne",,Copper,Nickel,Thunder Bay South,Haines,NAD83,48.619078999999999,-90.344633999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52B09SW00015,Intermédiaire
1486,MDI41I10SW00019,1003,Discretionary Occurrence,Microwave Showing,Microwave Showing,,"Copper, Nickel",,Sudbury,McKim,NAD83,46.503653999999997,-80.970702000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SW00019,Très fort
1487,MDI41I11SE00008,1009,Past Producing Mine (Low Tonnage),Elsie,Elsie,,"Copper, Nickel",,Sudbury,McKim,NAD83,46.514031000000003,-81.067864999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11SE00008,Très fort
1488,MDI53C05SW00001,1004,Occurrence,McInnes Lake Nickel 3,McInnes Lake Nickel 3,Mafic-Ultramafic Intrusion,Nickel,Chromium,Red Lake,Cleveland Lake Area,NAD83,52.311843000000003,-93.798156000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI53C05SW00001,Modéré
1489,MDI000000001913,1003,Discretionary Occurrence,Bulldozer South,"Bulldozer South, Silver Fox Copper",,"Copper, Nickel",Palladium,Thunder Bay South,Shabotik,NAD83,48.950519000000000,-85.435293000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001913,Intermédiaire
1491,MDI52P07SE00003,1004,Occurrence,Weese Lake,Weese Lake,Mafic-Ultramafic Intrusion,Copper,"Gold, Nickel, Silver",Thunder Bay North,South of Keezhikuns Creek Area,NAD83,51.277838000000003,-88.640872999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52P07SE00003,Intermédiaire
1492,MDI41P09NW00046,1008,Prospect,Jackpot,"Jackpot, Lynch;, N. Silver Fox., Sauve L, Silver Jackpot, Sylvanite","Hydrothermal, Vein (Cobalt-Type)","Cobalt, Copper, Gold, Silver",Nickel,Kirkland Lake,Tudhope,NAD83,47.741770000000002,-80.260002000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P09NW00046,Fort
1493,MDI41P08NE00016,1004,Occurrence,Island-Kittson,Island-Kittson,,Cobalt,"Copper, Lead, Nickel, Zinc",Kirkland Lake,Kittson,NAD83,47.407071999999999,-80.016851000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P08NE00016,Fort
1495,MDI41I05SW00069,1008,Prospect,Springer,"Springer, United Cobalt",,Copper,"Cobalt, Gold, Nickel",Sudbury,Baldwin,NAD83,46.335023999999997,-81.798885999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SW00069,Très fort
1498,MDI42A15SW00052,1004,Occurrence,International Mogul DDH 73-4,International Mogul DDH 73-4,,Nickel,,Timmins,Mann,NAD83,48.828740000000003,-80.956567000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A15SW00052,Fort
1499,MDI41P10NW00032,1004,Occurrence,Raylloyd,Raylloyd,,Nickel,,Kirkland Lake,Haultain,NAD83,47.690061000000000,-80.781880000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NW00032,Fort
1502,MDI41I07NW00037,1003,Discretionary Occurrence,McKim I Showing,McKim I Showing,,Nickel,,Sudbury,McKim,NAD83,46.478791000000001,-80.994866999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I07NW00037,Très fort
1503,MDI52M01SE00244,1004,Occurrence,Scott Bay Island,Scott Bay Island,,Lead,"Cobalt, Copper, Nickel, Zinc",Red Lake,Ball,NAD83,51.072440000000000,-94.179231000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52M01SE00244,Modéré
1507,MDI41I11NW00013,1005,Past Producing Mine,Strathcona Mine,Strathcona Mine,,"Copper, Nickel","Bismuth, Cobalt, Gold, Iron, Palladium, Platinum, Selenium, Silver, Sulphur/Pyrite",Sudbury,Levack,NAD83,46.673900000000003,-81.342948000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NW00013,Très fort
1508,MDI42A15SE00038,1004,Occurrence,Woolley Lake Claims,Woolley Lake Claims,,Nickel,,Kirkland Lake,Edwards,NAD83,48.839015000000003,-80.622397000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A15SE00038,Fort
1519,MDI42A05NW00013,1004,Occurrence,Rowan Consolidated DDH No. 5,Rowan Consolidated DDH No. 5,,"Gold, Silver","Copper, Nickel",Timmins,Whitesides,NAD83,48.406086000000002,-81.789682999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A05NW00013,Fort
1521,MDI42A09SE00198,1004,Occurrence,Panterra Minerals Property,Panterra Minerals Property,,Copper,"Cobalt, Nickel, Zinc",Kirkland Lake,Munro,NAD83,48.589258999999998,-80.171321000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A09SE00198,Fort
1522,MDI000000001334,1004,Occurrence,Joyce River Occurrence,Joyce River Occurrence,Magmatic,Copper,"Cobalt, Nickel",Red Lake,Joyce River Area,NAD83,51.061652000000002,-93.013985000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001334,Modéré
1525,MDI41I06NW00117,1003,Discretionary Occurrence,"Lot 2, Con 5","Lot 2, Con 5",,"Copper, Nickel",,Sudbury,Drury,NAD83,46.422262000000003,-81.477023000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00117,Très fort
1528,MDI000000000435,1004,Occurrence,Rousseau,Rousseau,Vein,"Cobalt, Copper, Nickel",,Timmins,Robb,NAD83,48.581760000000003,-81.669398999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000435,Fort
1533,MDI41P10NE00002,1009,Past Producing Mine (Low Tonnage),Bishop,"Bishop, Caleta, Keora, Levaga Mines, MacGregor and Central Milner",,Silver,"Cobalt, Copper, Nickel, Zinc",Kirkland Lake,Lawson,NAD83,47.654902999999997,-80.657871000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NE00002,Fort
1538,MDI42E01NW00002,1003,Discretionary Occurrence,Boomerang,"Boomerang, Drainage Lake, Prospector Airways",,Nickel,,Thunder Bay South,Vein Lake Area,NAD83,49.147257000000003,-86.425725000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42E01NW00002,Intermédiaire
1541,MDI42L05SW00010,1004,Occurrence,Panther International West,"Panther International West, Panther West",,Nickel,,Thunder Bay North,Toronto Lake Area,NAD83,50.346265000000002,-87.854633000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42L05SW00010,Intermédiaire
1544,MDI41P10NE00067,1004,Occurrence,Keora Property,Keora Property,,"Cobalt, Copper, Gold, Nickel, Silver",,Kirkland Lake,Chown,NAD83,47.666279000000003,-80.653039000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NE00067,Fort
1545,MDI52N04SW00243,1003,Discretionary Occurrence,Slate Peninsula,"DDH Gs-66-38, Slate Peninsula",,"Silver, Zinc","Cobalt, Copper, Nickel",Red Lake,McDonough,NAD83,51.104731000000001,-93.865907000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52N04SW00243,Modéré
1547,MDI41I09NW00014,1003,Discretionary Occurrence,Kennco,Kennco,,Nickel,Copper,Sudbury,Davis,NAD83,46.658518999999998,-80.434242999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I09NW00014,Très fort
1550,MDI42A15SW00049,1004,Occurrence,Falconbridge DDH Man35-01,"Falconbrdige Grid Man96-07, Falconbridge DDH Man35-01",,Nickel,,Timmins,Mann,NAD83,48.836655999999998,-80.956013999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A15SW00049,Fort
1552,MDI000000002293,1004,Occurrence,Caro Lake,Caro Lake,,"Cobalt, Nickel","Copper, Manganese, Titanium",Thunder Bay South,Leckie Lake Area,NAD83,49.103248999999998,-88.966044999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002293,Intermédiaire
1554,MDI42C07NW00001,1004,Occurrence,Marvel Mines DDH M-72-1,Marvel Mines DDH M-72-1,,Nickel,Gold,Timmins,Carman,NAD83,48.371913999999997,-80.993281999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42C07NW00001,Fort
